"Name","Acronym","No. INSCRIP-TION","DATE DE RECONNAISSANCE","Contact person","Address","Website","Tel","Base country of org","Sector","Location","Ali's notes","NATIONALITE","No. DU MONITEUR","Notes"
"Donnons la Mains aux Enfants Vulnerables d'Haiti","DMVH",,,"Romelus Pierre Rigaud","17, rue Pompée, Thor 65, Carrefour",,"3656-9017","Haiti","Children & Youth",,,,,
"Développement-Formation-Iformation","DEFI",,,"Claire LE BOLZER","17, Rue Wilson 2, Pacot",,"3558-3214","Haiti","Environment, Health, Education",,,,,
"Mobilisation Femme en Action pour le Developpement de Nippes","MOFADN",,,"Brunvil chritianne","17, Vassal 3eme section",,,"Haiti",,,,,,
"Organisation pour la Promotion Sociale de l'Etre Humain","OPSEHU",,,"Bruny Etienne","170 rte de Delmas en Face Delmas 9",,"423-6606","Haiti",,,,,,
"Initiative d'Aide de Developpment et d'Encadrement d'Enfants","IDADEE",,,"_______________","170, Auto-route de Delmas 3eme étage, enface Delmas 9",,"401-5251","Haiti","___________",,,,,
"Organisation des Universitaires pour le Developpement Local","OUDEL",,,"Aveska Raymond","170, rue Simard, Diquini 36",,"3407-0887","Haiti",,,,,,
"Fondation Nou se Fanmi","FNI",,,"Codio Frantz","1701, Fruitier, entrée Paloma, Carrefour",,,"Haiti","________________",,,,,
"Initiative contre la Faim/ Hunger Free World","ICF",,,"Saintyl Laguerre","172, Ave Christophe",,"221-8207","Haiti",,,,,,
"Association des Leaders Progresistes pour l'Epanouissement de carrefour","ALPEC",,,"____________","172, rte Nationale # 2, collège Mixte Euclid",,,"Haiti",,,,,,
"Konsèy Nasyonal Fisnansman Popilè","KNFP",,,"Carine Clermond","173 bis Avenue Jean Paul II, P-au-P, Haiti",,,"Haiti",,,,,,
"Organisation des Jeunes Militants du Bas Bel-Air","OJEMIB",,,"St Aimée Marc","173, rue Macajoux P-au-P",,"3584-1476","Haiti",,,,,,
"Kodinasyon Oganizasyon Fanm Sid","KOFASID-Sud",,,"Maguy Simon Jocelyn / Coordonnatrice","174, Rue Stenio Vincent, Cayes",,,"Haiti",,,,,,
"Organisation Progressistes de Développement et Santé de Torbeck","GPDST/SUD",,,"Rev. Maurice Georges / Président","175 A, Centre ville de Torbeck",,"3662-4025","Haiti",,,,,,
"Communauté de sant Egidio d'haiti (Saint Gilles)","CSEH",,,"Monseigneur Piere André Dumas","177, Avenue John Brown",,"449-2953","Haiti",,,,,,
"Asosyasyon Fanm Vanyan Bèlè","AFAVAB",,,"Anastyl Jeannine","177, rue des Fronts Forts,",,"622-0776","Haiti","Women's Programs",,,,,
"Association des Artistes de Varreux","ASAVA",,,"Lefèvre Yvon","178, Rte Nationale # 1",,"490-9055","Haiti","Arts & Culture",,,,,
"Association Haitienne pour la Promotion de l'Livestock","AHPEL",,,"Robert Adley","178, rue Arlete, P-au-P",,"222-9360","Haiti",,,,,,
"Oganizasyon Fanm Lakay Nò","OFALAKNO",,,"Lise Charlot","179, rue 23K, Cap Haitien",,"3921-0236","Haiti","Women's Programs",,,,,
"Groupe d'Intégration Sociale","GIS",,,"Jerson Philippe","179, rue de l'Enterrement",,"3663-0847","Haiti",,,,,,
"Ministère Pain du Monde/ Bread of the  World Ministries","BWM",,,"Remiteau Jean","17A, Tabarre 27, Route Ste Philomène",,"3706-3321","Haiti",,,,,,
"Aide Procy Developpe","APD",,,"Gabriel","17e Section Procy, Carrefour",,,"Haiti",,,,,,
"Association de Transformation Communautaire","ATCOM",,,"Fortuna Fenelon","18 bis, Ave Mais gâté 4",,"457-9722","Haiti","Other",,,,,
"Organisation Haitienne pour le Developpement du Pays","OHDEP",,,"Jean Pierre Ersnt","18, Ave Charles Summer, Port-au-Price",,,"Haiti",,,,,,
"Organisation Nationale pour l'Accompagnement desw Marchands Haitiens","ONAMH",,,"Pierre Fritzner","18, Ave Magloire Amboise, Champs de Mars",,"3449-4916","Haiti",,,,,,
"Organisation des Notables pour le Rehaussement et la Protection de l'Environnement","ONOREPE",,,"Beralus Michel-Ange / Coord.","18, bis, Cité Lumière",,,"Haiti","Human Rights",,,,,
"Etincelle Centre d'Art","ECART",,,"Jean Jean Richard","18, Delmas B-1, Haiti",,"3624-8815","Haiti","Arts & Culture",,,,,
"Association des Chretiens pour la Formation et l'Assistance Sociale","ACFAS",,,"Romus Deronneth","18, Fond Je an Noel de Marigot, Jacmel",,"458-1103","Haiti","Other",,,,,
"Organisation pour Introduire les Travailleurs Volontaires à l'Environnement","OITVE",,,"Romilus Lorvenson Désilus","18, imp. Castille, rte Rail carrefour",,,"Haiti",,,,,,
"Nouvelle Oeganisation pour l'Unité Spirituelle et Universelle","NOUS-UNI",,,"____________","18, impasse Rigaud, Bois Verna",,"3438-3857","Haiti",,,,,,
"groupe de Recherche et d'Action pour le Développement des Orangers Bainet","GRADOB",,,"Gelon Pierre fréderique / Président","18, Pimentière, 8e section Oranger",,,"Haiti",,,,,,
"Fondation Danthor des Enfants d'Haiti","FDE",,,"Augustin St-Clou","18, rte Rail à Droite Lamentin 54 "" Renouvellement """,,,"Haiti","Children & Youth",,,,,
"Konbit Peyizan Abriko","KONPA",,,"Joseph Gagnol Laguerre","18, Rue Antoine Janvier, Abricots",,,"Haiti",,,,,,
"Organisation pour la Promotion et le Developpement du Plateau Central","OPDPC",,,"Jules Michbrody","18, rue Claire Heureuse, Hinche",,"462-6359","Haiti",,,,,,
"Association des Jeunes pour la Santé et le Bien-Etre","AJBIENS",,,"Jacques Frantzy","18, rue du Chili",,"3747-3200","Haiti",,,,,,
"Centre d'Aide et de Développement de l'Education ","CADE",,,"Harvé Louis JEAN-CHARLES","18, Rue Duncombe",,"245-0265 ","Haiti","Education",,,,,
"Save The Children Canada ","SCC",,,"Janet E. BAUMAN","18, Rue Emeric, Montana, P-V                                   aecanada@savethechildrencanada-haiti.org            www.savethechildren.ca              ",,"513-6503 ","Haiti","Education, Agriculture  ",,,,,
"Save The Children Federation ","SCF",,,"M. Lee W. NELSON","18, Rue Emerick, Montana, P-V B.P. 1390, P-a-P",,"260-0513 ","Haiti","Children & Youth         ",,,,,
"Association des Jeunes pour le Développement/Marigot","AJDEV/M",,,"Saint-Fort Jean Shmid / Inspecteur","18, Rue Magloire / Marigot",,"3739-9542","Haiti",,,,,,
"Mouvement des Femmes pour l'Avancement de Port-de-Paix","MOFAP",,,"Saturne Solange Brave","18, ruelle Universelle, Port-de-Paix",,"3709-9223","Haiti","Women's Programs",,,,,
"Ligue Anti Anénie Falciforme","LAAF",,,"Jean FLEURIVAL","181, Rue capois, P-au-P",,"223-9553","Haiti","Health",,,,,
"Hope For Haïti's Children/ Espoir pour les Enfants d'Haïti","HHC/EEH",,,"Jean Tyrard ELMERA","182, Delmas 28B",,"249-2874 ","Haiti","Children & Youth",,,,,
"Cellule de Reflexion sur l'Integration de la Jeunesse Haitienne","CRIJEUNH",,,"Emmanuel Jean François","182, rue Alerte",,,"Haiti",,,,,,
"Impact Haiti","L'IH",,,"Carmelle Sanon Lacredelle","184, rue Alerte",,"649-5245","Haiti",,,,,,
"Organisation Paysanne pour le Developpement de Coupeau","OPDEC",,,"Stellé Lionel","18eme section communale de Carrefour",,"554-0228","Haiti",,,,,,
"Groupement pour la Reforme de l'Art en Haiti","GRAHA",,,"Nelson Diamin","19 bis imp. Boby, Fontamara 27",,"3425-9115","Haiti","Arts & Culture",,,,,
"Organisation Nationale des Peuples Dévoués pour une Nouvelle Haïti","ONDHA",,,"Lumane St-Preux","19 Bis rue Mackandal Delmas Port-au-Prince, HAITI",,,"Haiti",,,,,,
"Interrojeunes de Carrefour-Feuille","IJC",,,"Jacques-Elie Lebent","19 bis,rue bredy, Carrefour-feuilles, Port-au-Price",,,"Haiti",,,,,,
"Groupe d'Appui à l'Encadrement et au Developpement de Familles Paysannes","GRADEFP",,,"Kenold Moreau","19, 1ere Lavaud P-au-P Haiti ""Renouvellement""",,"3454-9410","Haiti",,,,,,
"Association des Journalistes Photographes Haitiens","AJOPHOH",,,"Georges Oreste","19, Carrefour Aeroport, dos de la Place de la Femme",,"224-5334","Haiti",,,,,,
"Federation des Organisations pour le Developpement des Enfants en Domesticités","FOHDEDO",,,"Ozirus Antoine Wedelin","19, Delmas 18 rue Dartiguenave",,"3749-3154","Haiti","Children & Youth",,,,,
"Haiti Tech Info","HTI",,,"Bien-Aimé","19, Delmas 18, rue Dartiguenave",,"3435-2311","Haiti",,,,,,
"Action des Jeunes Universitaires Chretiens pour l'Encadrement et le Developpement des Déherités en Haiti","AJUCEDEDH",,,"Rémilien Joseph","19, Delmas 48, 2eme imp. Akène",,"418-7389","Haiti","Children & Youth",,,,,
"Groupe Socio-Culturel de l'Ouest","GROSOCO",,,"Alexandre Ronald","19, Delmas 65",,"3564-4854","Haiti","Arts & Culture",,,,,
"Bureau National des Etudiants Haitiens","BURNEH",,,"Elinet daniel","19, devant le local Joly Garden, rue Jean Paul II, Turgeau",,,"Haiti","Education",,,,,
"Réflexions Capoises","RECAP/NORD",,,"Fred Renaud Mompoint / Président","19, Haut du Cap, Route Natinale # 1",,,"Haiti",,,,,,
"Union des citoyens Consequents pour l'Avancement de Martissant","UCCAM",,,"Christiant Lafontant","19, imp Vallée du repos Martissant 23",,"3454-9607","Haiti",,,,,,
"Association pour le Developpement de Petite Desdunes","ADPD",,,"Barrhelmy Vebiel","19, imp. Paul Baptite, rue Borno Petion-ville",,"3745-8456","Haiti",,,,,,
"Unité Progressistes pour Sauver les Enfants Démunis","UPSED",,,"Badette Ferderme","19, impasse Bernard, Bon-repos",,"774-6437","Haiti","Children & Youth",,,,,
"Ananda Marga-Universal Relief Team","AMURT",,,"Markus ROSBACH","19, Rue Camélia, Delmas 69",,"665-9349 ","Haiti","Education  ",,,,,
"Centre d'Encadrement et de Communication","CECOS",,,"Lya E. Hyppolite","19, rue Clermont, Bois Verna""Renouvellement""",,,"Haiti",,,,,,
"Association pour le Reboisement de la Vallée de l'Artibonite","ARTIBOVERT",,,"Macsen Elysé / Président","19, rue de la Fortune, Desdune, Descahos",,"3911-2049","Haiti",,,,,,
"Ayiti Gouvenans","AG",,,"Jackson VOLTAIRE","19, Rue Godfroy, Delmas 33 www.ayitigouvenans.org",,"3402-2119","Haiti",,,,,,
"Organisation Adonai Shalon","ORA SHA",,,"Jean Pierre Nadège","19, rue St Honoré",,,"Haiti",,,,,,
"Solidarité fanm Konsekan pou Devlopman","SOLFAKDEV",,,"Rose Martine A. Miguel","19, rue St Joseph, Bahon",,"3425-9487","Haiti","Women's Programs",,,,,
"Organisation Haiti Participative","HP",,,"Steeve Jean Baptiste","19, ruelle Chavanne, Port-au-Prince, Haiti",,,"Haiti",,,,,,
"Organisation Agapê Christus","ORACH",,,"Pierre Audin","19, St Honoré",,,"Haiti",,,,,,
"Conseil National d'Observation des Elections","CNO",,,"Noël Laguerre","19,Angle Casséus et 2eme section, Pacot",,"244-4274","Haiti",,,,,,
"Action Globale pour Haiti","ACHAITI",,,"Rodrique Charles","190, rte de Delmas",,"3870-1090","Haiti","Other",,,,,
"Fondation Louvrijé","FONLOJ",,,"Serge D Gaspard","190, Rue Bel-Air. Miragoâne",,,"Haiti","_____________",,,,,
"Sosyete Manman Pitit","SMP",,,"Regine M. Charles / Coord. Glne","190, rue Mapou, Bel'Vil II, Rte de Frères",,"3413-3475","Haiti","Women's Programs",,,,,
"Congrès des Haitien pour Fortifier Haiti","CHFH",,,"Yonel Jean Baptiste","1900 Asbury, Avenue, Evanston",,"847-424-0","Haiti",,,,,,
"Chambre d'Agriculture du Sud'est","CASE",,,"Gesper Myrtil","191, Ave barranquilla Jacmel",,"3646-3422","Haiti","Agriculture",,,,,
"Nouvel Horizon pour la Jeunesse et la Famille","NHJF",,,"Paulette Cayo Jean","191, rue du Magasin de l'ETAT, Bloc Champs de Mars",,"3680-7235","Haiti",,,,,,
"Rapò Moun ak Moun","RAMAM",,,"Emile Claudimy","193,rue de l'Enterrement",,"426-0190","Haiti",,,,,,
"Organisation Nationale des Groupes pour l'Evolution d'Haiti","ONAGED'H",,,"Charles Jean Reyet","196 à l'étage, route de Delmas/Port-au-Prince Haiti",,"561-9364","Haiti",,,,,,
"Groupe de Recherche, de Formation et d'Action Juridiques","GREFAJUR",,,"M Francisco René","196, route de Delmas, Delmas 26 B",,"3556-3240","Haiti","Agriculture",,,,,
"VETERIMED","VETERIMED",,,"Jean Luckner BONHEUR","196, Rue Pavée, Port-au-Prince, HAïTI",,"222-9360","Haiti","Agriculture",,,,,
"Fédération des Organisation Nap Veye Yo","FONV",,,"Edouard Julcène","198, rue de la Réunion P-au-P",,"3809-8480","Haiti",,,,,,
"Union des Jeunes pour le developpement de David-Léogane","UJDEDL",,,"Josselin Jonas","198, rue dela Réunion, local Coll♪8ge Lebrun",,"3746-3951","Haiti","Arts & Culture",,,,,
"Action Concertée pour le Développement ","ACODEV",,,"Rose Morène M. ARNOUX","199 A, Route de Delmas",,"246-4144 ","Haiti","Agriculture",,,,,
"Groupe de Recherche et d'intervention pour le Developpement","GRID",,,"Alex Lizier","199 bis Avenue Poupelard P-au-P Haiti",,"429-3034","Haiti",,,,,,
"Association des Planteurs pour le Developpement Agricole et Humain","APLADAH",,,"Jacquelin St. Louis","1A, Duplan Fermathe après l'Eglise Catholique",,"420-1959","Haiti",,,,,,
"Agence Pentecostale de Service Social","ASSPEN",,,"M.Johel JEAN PIERRE","1A, Duplan, Fermathe (à côté de l'Eglise Catholique)",,"3462-9159","Haiti"," ",,,,,
"Grand Rassemblemnt pour l'Appui, la Protection et le developpement d'Haiti","GRAPDEH",,,"Saintelus djimpo","1B Sarthe Terre Noire Taiwanaise # 1",,"736-5874","Haiti",,,,,,
"Mouvement des Paysans de Thomazeau pour une Communauté Prospère","MOPATHOCOPROD",,,"Pauléma Kerlange","1er Chochus 4eme section Communale de Thomazeau",,"3784-4922","Haiti",,,,,,
"Organisation de Gestion et de Developpement de l'Environnement","OGDEN",,,"Albert Joseph","1ER Cité # 39 Petite Place Cazeau",,"552-5803","Haiti","_________________",,,,,
"Société de Bienfaissance des Chretiens Volontaires d'Haiti","SBCVH",,,"Edgard Jacques Delmas","1ere ave Bolosse # 35",,"3461-6443","Haiti",,,,,,
"Rassemblement des Jeunes Progresistes pour le Sauvetage de Belle-Anse","RJPSB",,,"Noël Dieuseul / Coord.","1ere Ave du Travail # 22",,"3585-4583","Haiti",,,,,,
"Comité Central des Organisations pour le Developpement de la 3eme Circonscription","COCODEC",,,"Blanchard Jean Moise","1ere Cité Louverture # 15, Port-au-Prince",,"3557-4730","Haiti",,,,,,
"Association pour le Developpement de la Troisième Moussambe","ADETMO",,,"Jean Dalius Thelusma","1ere Eglise Baptiste Chretienne de Cherident",,"3620-3808","Haiti",,,,,,
"Mouvement Organisé pour le Développement Elie","MODE/CORNILLON",,,"Joseph François / Président","1ere Plaine Celeste commune",,"3745-6899","Haiti",,,,,,
"Organisation pour le Developpement Economique et la Securité Sociale","odessoc",,,"Beaucejour Dominique","1ere Rlle Jeune 34, bis Delmas 19",,"443-3804","Haiti",,,,,,
"Action Missionnaire Globale ","AMG/HAITI",,,"Past. Kelly BALDE","1ère rue Jeune, Delmas 19, B.P. 493,  P-au-p",,"246-1065","Haiti","Education, Health, Food Security",,,,,
"Organisation des Jeunes Propres Qui Luttent pour le Progrès","OJPLP",,,"Perin Faline","1ere ruelle Nazon, rue Trou Sable",,"3712-1353","Haiti",,,,,,
"Groupe des Femmes Devouées pour le Developpement de Orilio des Gonaives","GEDDOG",,,"Joseph Charles Elvina","1ere ruelle Orilio # 23 Gonaives",,,"Haiti",,,,,,
"Organisation des Jeunes pour le Developpement du Bicentenaire","OJDBI",,,"Mars Jean Lenet","1ere ruelle Plus # 26 Bicentenaire",,"566-9208","Haiti",,,,,,
"Mouvement pour le Développement et le Progrès de Trou-Sable","MDPT/TROU-SABLE",,,"Jean Loui Wilner","1ere ruelle Vertière / Trou-Sable",,"3471-1263","Haiti",,,,,,
"Organisation Paysanne pour le Développement de Cornillon Grand-Bois","OPDCG/CORNILLON",,,"_________","1ere sec tion Boukan Bwapen # 1",,,"Haiti",,,,,,
"Haiti Communauté des Resources et de Developpement","HCRD/BRS",,,"Eustahe Hervé","1ere Section Boudet, commune des Cayes",,,"Haiti",,,,,,
"Mouvement des Paysans pour le Developpement de la Section Communale","MPDSCL",,,"Altidor Joseph Christophe","1ere section communale de Lazarre",,,"Haiti",,,,,,
"Association de developpement et de l'Environnement de Petit Hapon et de Platon","ADEPHP",,,"Midi Marie Solange","1ere Section Communale de Léogane",,"453-5165","Haiti","Environment",,,,,
"Organisation de developpement de Jijondrie","ODJ",,,"Ermithe Thermilus","1ere Section Communale de Thomazeau",,,"Haiti",,,,,,
"Mouvement d'Organisation des Paysans de Savane carrée 1ere Section Communale d'Ennery","MOPSAC-1ERES",,,"Louis Jean Josué","1ere section Communale d'Ennery",,,"Haiti",,,,,,
"Association pour le Développement de la Commune de Cornillon","ADCC/CORNILLON",,,"Maxin Exantus / Président","1ere section communale Lamothe # 10",,"3558-2728","Haiti",,,,,,
"Association des Paysans d'Anse d'Hainolt","APAH",,,"Daguin Stenio","1ere section Grandorit # 66",,"3910-6573","Haiti",,,,,,
"Asosyasyon Tèt Ansanm Papa Fanm","ATAP-GG",,,"Hilaire Jean Magdonal","1ere Section Gran-Goave",,"780-3981","Haiti",,,,,,
"Organisation pour le Developpement et le Progrès des Cotes de Fer","ODEPC",,,"Petion Friznord","1ere Section Grigris, cotes de Fer",,,"Haiti",,,,,,
"Association des Femmes Unies de Pouly","AFUP",,,"________________","1ERE Section Juampas, Localité Pouly, commune de Lascahobas",,,"Haiti","Women's Programs",,,,,
"Le Genie de l'Association des Jeunes de Balan","GAJB",,,"Petit-Frère Adley","1ere Section Morne Rouge, Balan",,"762-3858","Haiti",,,,,,
"Asosyasyon Solidarite Pèp Vyo pou Devlopman nan Kònyyon","SPVDK",,,"Christian Mémilan","1ere section Plaine Sélès Kòniyon",,"3626-3111","Haiti",,,,,,
"Mouvement pour la Réparation et l'Entretien du Tronçon de Saint-d'Eau à Titanyen","MORETROST",,,"Aimé Blaise Sauvener","1ère Section Rivière Canot",,"3640-8941","Haiti",,,,,,
"Organisation Peuple Nord'Ouest pour le Developpement de Bombard","OPNDB",,,"Vernet Ylus","1ere section Verné, Bombardopolis/Carrefour-Feuilles, routes des Dalles # 167",,"420-7584","Haiti",,,,,,
"Mouvement des Paysans de Vialet pour le Developpement","MOPAVID",,,"Sylverin Dieudonné","1ere section Vialet commune de Petit-Goâve # 42",,,"Haiti",,,,,,
"Association des Paysans Contre la Pauvreté de Belle Fontaine","APCPBF",,,"Dagenord Jean André Sanripha","1ere section, Belle Fontaine, commune de la Croix des Bouquets",,,"Haiti",,,,,,
"Organisation Corvée Te Payan /GA","PFOCIIP/GA",,,"Neptune Jean Raynold / Coord. Gnle","1ere Source, Bas Vol Drogue # 23",,,"Haiti",,,,,,
"Initiative pour une nouvelle Haiti","INHA",,,"Fabienne Valmont","2 bis route Lycée François, rue Macadieu, Bourdon P-au-Prince, Haiti",,,"Haiti",,,,,,
"Organisation d'Aide aux Familles en Difficulté","ORAFAD",,,"Edouard James","2 bis, Brochette 99",,"3780-3784","Haiti","Economic Development",,,,,
"Architectes Sans Frontières Espagne","ASF-E",,,"Michel Christobal José ANTONIO","2 bis, Rue Kernisant, Delmas 33",,"246-8165","Haiti","Agriculture, Education, Environment",,,,,
"Plan d'Action  Sociales et de Solidarité Jeunes d'Haiti","PADASSOJH",,,"22/04/08","2 imp la Grâce Rte de l'Aeroport entrée Berhman Motors",,,"Haiti",,,,,,
"Bon Samaritain Salem d'Haiti","BSSH",,,"Rev. Pasteur Georges D. Joseph","2 Rue Libellule,Brochette 99 Carrefour",,"555-1201","Haiti",,,,,,
"Médecins Sans Fontières France ","MSF",,,"M. Yann LIBESSART","2, Angle Pacot et Ave N,   P-au-P,   BP.15330, P-V",,"244-1492","Haiti","Health",,,,,
"Centre de Reboisement et d'Assistance en Gestion du Sol","CRAGS",,,"Mme Carine HILAIRE","2, Angle rues des Nimes et Colins, Maïs Gaté",,"413-2662 ","Haiti","Agriculture",,,,,
"Organisation des Citoyens Progrssistes pour le Développement de la Croix des Bouquets","OCPDC",,,"Brunéus Jean Briné / Président","2, Detré, 1ere section Belle Fontaine",,"3629-3232","Haiti",,,,,,
"Alliance Nationale pour l'Action des Citoyens","ANAC",,,"William Bernard","2, Habitation Lambert, Sainte-Philomène, Cap-Haitien",,,"Haiti","Other",,,,,
"Organisation d'Amour Maternel","OAM",,,"Marie Lucie Fabien Bazelais","2, imp Cavalo, Terrain Campêche Ave N prolongée",,"3654-8594","Haiti",,,,,,
"Coalition des Missionaires avec Christ pour l'Evangesation et la Reinsertion Sociale des Prisonniers","CMCERSP",,,"Ismaël Taillefer","2, imp F, Bon Repos, Lilavois 3",,"3829-0278","Haiti",,,,,,
"Association Communautaire pour le Developpement de Petits Démunis d'Haiti","ACODEPH",,,"Ynnocent Pierre Roland","2, imp Richard, rue Arald et Dessalines, Rte Nle",,"402-2470","Haiti","Other",,,,,
